chunk_id,source,page,document_type,category,section,article,year,is_table,prefix_context,topic_tags,char_count,word_count,quality_flags,include_for_retrieval,content
quy_che_ctsv_2025_pdf_p15_1015_314b19d23a60,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,242,49,too_short,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Đảm bảo khách quan, toàn diện, đánh giá đúng thực trạng công tác sinh viên của đơn vị quản ngành.: 2. Căn cứ đánh giá công tác sinh viên của đơn vị quản ngành dựa trên:"
quy_che_ctsv_2025_pdf_p15_1016_beaf42e9a9ce,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,259,54,too_short,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Đảm bảo khách quan, toàn diện, đánh giá đúng thực trạng công tác sinh viên của đơn vị quản ngành.: a) Mức độ hài lòng của sinh viên về chất lượng phục vụ và hỗ trợ sinh viên của đơn vị;"
quy_che_ctsv_2025_pdf_p15_1017_c112b82ecace,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,236,47,too_short,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Đảm bảo khách quan, toàn diện, đánh giá đúng thực trạng công tác sinh viên của đơn vị quản ngành.: b) Chức năng, nhiệm vụ được giao và hiệu quả tổ chức thực hiện."
quy_che_ctsv_2025_pdf_p15_1018_52ff309cef2c,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,333,70,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Đảm bảo khách quan, toàn diện, đánh giá đúng thực trạng công tác sinh viên của đơn vị quản ngành.: 3. Việc tự đánh giá, xếp loại công tác sinh viên của đơn vị quản ngành phải căn cứ vào các minh chứng để xác định mức độ đạt được của mỗi nội dung các tiêu chí."
quy_che_ctsv_2025_pdf_p15_1019_57de75bf8772,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,389,85,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: a) Các tiêu chí khảo sát đánh giá mức độ hài lòng của sinh viên về chất lượng phục vụ và hỗ trợ sinh viên của đơn vị quản ngành;"
quy_che_ctsv_2025_pdf_p15_1020_a3d6d28666d3,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,351,75,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: b) Các tiêu chí tự đánh giá chất lượng, hiệu quả công tác sinh viên của đơn vị quản ngành."
quy_che_ctsv_2025_pdf_p15_1021_b1f6e46550cd,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,479,106,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: 2. Tiêu chí khảo sát đánh giá mức độ hài lòng của sinh viên về chất lượng phục vụ và hỗ trợ sinh viên của đơn vị quản ngành là tiêu chí khảo sát sự hài lòng của sinh viên về chất lượng công tác cố vấn học tập và QLLSV."
quy_che_ctsv_2025_pdf_p15_1022_d32e43898a42,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,381,82,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: 3. Tiêu chí tự đánh giá chất lượng, hiệu quả công tác sinh viên của các đơn vị quản ngành gồm các nội dung đánh giá sau:"
quy_che_ctsv_2025_pdf_p15_1023_05c745eda3f1,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,329,71,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: a) Công tác tổ chức, quản lý và hỗ trợ thủ tục hành chính sinh viên;"
quy_che_ctsv_2025_pdf_p15_1024_5528ea1f5b36,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,334,71,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: b) Công tác giáo dục chính trị tư tưởng, đạo đức, lối sống của sinh viên;"
quy_che_ctsv_2025_pdf_p15_1025_34304a68cf68,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,325,69,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: c) Công tác đánh giá kết quả rèn luyện và khen thưởng sinh viên;"
quy_che_ctsv_2025_pdf_p15_1026_9b8e1111ea89,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,317,67,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: d) Công tác hướng nghiệp, tư vấn việc làm cho sinh viên;"
quy_che_ctsv_2025_pdf_p15_1027_9dadcb18defb,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,297,64,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: đ) Công tác cố vấn học tập và QLLSV;"
quy_che_ctsv_2025_pdf_p15_1028_ae65deabb8d5,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,324,69,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: e) Công tác chăm lo đời sống vật chất, tinh thần của sinh viên;"
quy_che_ctsv_2025_pdf_p15_1029_79ca9d375558,quy_che_ctsv_2025.pdf,15,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,330,71,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 15]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Căn cứ vào mục tiêu chất lượng và nhiệm vụ trọng tâm của năm học, hằng năm Giám đốc Đại học sẽ ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành bao gồm:: g) Công tác báo cáo thực hiện nhiệm vụ công tác sinh viên của đơn vị."
quy_che_ctsv_2025_pdf_p16_1030_5efcd472f4bb,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,397,87,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Việc tổ chức khảo sát đánh giá mức độ hài lòng của sinh viên về chất lượng phục vụ và hỗ trợ sinh viên của các đơn vị quản ngành được thực hiện theo kế hoạch cụ thể hàng năm về công tác cố vấn học tập và QLLSV.: 2. Công tác tự đánh giá, xếp loại công tác sinh viên của đơn vị quản ngành được thực hiện vào tháng 7 hàng năm."
quy_che_ctsv_2025_pdf_p16_1031_cf6fa243eb05,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,395,87,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Việc tổ chức khảo sát đánh giá mức độ hài lòng của sinh viên về chất lượng phục vụ và hỗ trợ sinh viên của các đơn vị quản ngành được thực hiện theo kế hoạch cụ thể hàng năm về công tác cố vấn học tập và QLLSV.: 3. Kết quả đánh giá, xếp loại công tác sinh viên của các đơn vị quản ngành được công bố vào tháng 9 hàng năm."
quy_che_ctsv_2025_pdf_p16_1032_5446b8eec731,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,316,66,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Dùng làm căn cứ đánh giá mức độ hoàn thành nhiệm vụ công tác sinh viên của đơn vị quản ngành.: 2. Dùng làm căn cứ để đơn vị quản ngành xây dựng, điều chỉnh kế hoạch hoạt động nhằm tăng cường hiệu quả, chất lượng công tác sinh viên của đơn vị."
quy_che_ctsv_2025_pdf_p16_1033_9a4bacb4e645,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,238,50,too_short,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Dùng làm căn cứ đánh giá mức độ hoàn thành nhiệm vụ công tác sinh viên của đơn vị quản ngành.: 3. Dùng làm căn cứ đề nghị Giám đốc Đại học khen thưởng hoặc kỷ luật."
quy_che_ctsv_2025_pdf_p16_1034_59b93e3dae1d,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,dia_diem,335,73,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Lập và quản lý hồ sơ cá nhân sinh viên; cập nhật hồ sơ sinh viên lên cổng thông tin sinh viên tối thiểu 1 lần/ học kỳ; thực hiện chia sẻ thông tin cần thiết giữa các đơn vị trong Đại học.: 2. Phối hợp với các đơn vị liên quan tổ chức in, cấp phát thẻ sinh viên."
quy_che_ctsv_2025_pdf_p16_1035_eb8d172282d8,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,dia_diem,385,82,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Lập và quản lý hồ sơ cá nhân sinh viên; cập nhật hồ sơ sinh viên lên cổng thông tin sinh viên tối thiểu 1 lần/ học kỳ; thực hiện chia sẻ thông tin cần thiết giữa các đơn vị trong Đại học.: 3. Phối hợp với cơ quan chức năng của địa phương trong việc quản lý sinh viên nội, ngoại trú theo đúng quy định hiện hành."
quy_che_ctsv_2025_pdf_p16_1036_22c4700f47d4,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,hoc_bong;dia_diem,355,77,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Lập và quản lý hồ sơ cá nhân sinh viên; cập nhật hồ sơ sinh viên lên cổng thông tin sinh viên tối thiểu 1 lần/ học kỳ; thực hiện chia sẻ thông tin cần thiết giữa các đơn vị trong Đại học.: 4. Tổ chức khai thác, xét, cấp học bổng tài trợ từ các tổ chức, cá nhân trong và ngoài nước."
quy_che_ctsv_2025_pdf_p16_1037_4133092ca611,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,hoc_bong;dia_diem,401,88,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Lập và quản lý hồ sơ cá nhân sinh viên; cập nhật hồ sơ sinh viên lên cổng thông tin sinh viên tối thiểu 1 lần/ học kỳ; thực hiện chia sẻ thông tin cần thiết giữa các đơn vị trong Đại học.: 5. Tổ chức xét, cấp học bổng khuyến khích học tập và các học bổng, hỗ trợ khác từ nguồn kinh phí tự có hợp pháp của Đại học cho sinh viên."
quy_che_ctsv_2025_pdf_p16_1038_ac7069a445c5,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,dia_diem,314,68,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Lập và quản lý hồ sơ cá nhân sinh viên; cập nhật hồ sơ sinh viên lên cổng thông tin sinh viên tối thiểu 1 lần/ học kỳ; thực hiện chia sẻ thông tin cần thiết giữa các đơn vị trong Đại học.: 6. Triển khai công tác bảo hiểm y tế cho sinh viên."
quy_che_ctsv_2025_pdf_p16_1039_b51a409aec1f,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,dia_diem,374,81,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Lập và quản lý hồ sơ cá nhân sinh viên; cập nhật hồ sơ sinh viên lên cổng thông tin sinh viên tối thiểu 1 lần/ học kỳ; thực hiện chia sẻ thông tin cần thiết giữa các đơn vị trong Đại học.: 7. Thực hiện đầy đủ, kịp thời, chính xác các chế độ, chính sách của Nhà nước và của Đại học dành cho sinh viên."
quy_che_ctsv_2025_pdf_p16_1040_6e64ccad8e34,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,dia_diem,399,85,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Lập và quản lý hồ sơ cá nhân sinh viên; cập nhật hồ sơ sinh viên lên cổng thông tin sinh viên tối thiểu 1 lần/ học kỳ; thực hiện chia sẻ thông tin cần thiết giữa các đơn vị trong Đại học.: 8. Tổ chức tuần sinh hoạt công dân đầu khóa, cuối khóa; nắm bắt tâm tư, nguyện vọng và giải quyết kịp thời những thắc mắc của sinh viên."
quy_che_ctsv_2025_pdf_p16_1041_fe60d0c6d1a2,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,dia_diem,382,85,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Lập và quản lý hồ sơ cá nhân sinh viên; cập nhật hồ sơ sinh viên lên cổng thông tin sinh viên tối thiểu 1 lần/ học kỳ; thực hiện chia sẻ thông tin cần thiết giữa các đơn vị trong Đại học.: 9. Phối hợp với Trung tâm Dịch vụ và Hỗ trợ Bách khoa sắp xếp chỗ ở nội trú, làm thủ tục đăng ký tạm trú cho sinh viên."
quy_che_ctsv_2025_pdf_p16_1042_2ea66a3b4ccd,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,dia_diem,358,79,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Lập và quản lý hồ sơ cá nhân sinh viên; cập nhật hồ sơ sinh viên lên cổng thông tin sinh viên tối thiểu 1 lần/ học kỳ; thực hiện chia sẻ thông tin cần thiết giữa các đơn vị trong Đại học.: 10. Chủ trì phối hợp với các đơn vị trong và ngoài Đại học tổ chức tư vấn tâm lý cho sinh viên."
quy_che_ctsv_2025_pdf_p16_1043_1a9138432433,quy_che_ctsv_2025.pdf,16,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,dia_diem,374,82,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 16]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Lập và quản lý hồ sơ cá nhân sinh viên; cập nhật hồ sơ sinh viên lên cổng thông tin sinh viên tối thiểu 1 lần/ học kỳ; thực hiện chia sẻ thông tin cần thiết giữa các đơn vị trong Đại học.: 11. Phối hợp với Trung tâm Y tế Bách khoa tổ chức khám sức khỏe đầu vào và khám sức khỏe định kỳ cho sinh viên."
quy_che_ctsv_2025_pdf_p17_1044_d2829e083100,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,315,63,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 13. Phối hợp với Trung tâm Sáng tạo và Khởi nghiệp sinh viên tổ chức các hoạt động nghiên cứu sáng tạo và khởi nghiệp trong sinh viên."
quy_che_ctsv_2025_pdf_p17_1045_6a5cbaa60084,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,271,56,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 14. Hỗ trợ các đơn vị quản ngành tổ chức cho sinh viên tham dự các kỳ thi Olympic môn học."
quy_che_ctsv_2025_pdf_p17_1046_061453132083,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,316,64,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 15. Tổ chức và hỗ trợ các đơn vị quản ngành trong công tác tuyên truyền, giáo dục tư tưởng, chính trị, đạo đức, lối sống cho sinh viên."
quy_che_ctsv_2025_pdf_p17_1047_801806e5f249,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,258,52,too_short,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 16. Hỗ trợ các đơn vị quản ngành trong công tác đánh giá rèn luyện sinh viên."
quy_che_ctsv_2025_pdf_p17_1048_cf957e5b8b7f,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,358,75,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 17. Phối hợp với Đoàn Thanh niên Đại học, Hội sinh viên Đại học và các đơn vị liên quan hướng dẫn, hỗ trợ sinh viên thành lập các câu lạc bộ theo quy định hiện hành của Đại học."
quy_che_ctsv_2025_pdf_p17_1049_a63af57cf438,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,297,62,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 18. Chủ trì phối hợp với các đơn vị liên quan trong Đại học hỗ trợ, giám sát hoạt động của các câu lạc bộ sinh viên."
quy_che_ctsv_2025_pdf_p17_1050_8f15d11206a3,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,293,61,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 19. Phối hợp với các đơn vị liên quan trong và ngoài Đại học trong công tác quản lý và hỗ trợ sinh viên quốc tế."
quy_che_ctsv_2025_pdf_p17_1051_3f5c085741cb,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,364,74,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 20. Phối hợp với Đoàn Thanh niên Đại học, Hội Sinh viên Đại học, các đơn vị liên quan trong Đại học và chính quyền địa phương thực hiện những nhiệm vụ được giao về công tác sinh viên."
quy_che_ctsv_2025_pdf_p17_1052_cfd241c782a4,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,497,106,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 21. Chủ trì đánh giá chất lượng công tác sinh viên của đơn vị quản ngành, gồm: tham mưu cho Giám đốc Đại học ban hành bộ tiêu chí đánh giá chất lượng công tác sinh viên của đơn vị quản ngành; tổ chức khảo sát đánh giá mức độ hài lòng của sinh viên về chất lượng phục vụ và hỗ trợ sinh viên của các đơn vị quản ngành."
quy_che_ctsv_2025_pdf_p17_1053_99892da56b40,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,340,69,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 22. Hỗ trợ các đơn vị quản ngành xây dựng kế hoạch hoạt động tăng cường chất lượng, hiệu quả công tác sinh viên theo kế hoạch, mục tiêu chất lượng của Đại học."
quy_che_ctsv_2025_pdf_p17_1054_f8b242ed0d49,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,250,51,too_short,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
12. Tổ chức hoặc phối hợp tổ chức các hoạt động hướng nghiệp, tìm kiếm và giới thiệu việc làm cho sinh viên.: 23. Đầu mối thực hiện công tác báo cáo định kỳ về công tác sinh viên."
quy_che_ctsv_2025_pdf_p17_1055_b59a950f9b03,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,dia_diem,429,89,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Trưởng đơn vị quản ngành chịu trách nhiệm toàn diện trước Giám đốc Đại học về công tác sinh viên của đơn vị; bố trí các nguồn lực bảo đảm thực hiện tốt nội dung công tác sinh viên được quy định trong văn bản này.: 2. Tổ chức thực hiện các chủ trương, đường lối của Đảng, chính sách pháp luật của Nhà nước, các quy định của Đại học liên quan đến sinh viên."
quy_che_ctsv_2025_pdf_p17_1056_4b8bab0b242a,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,414,86,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Trưởng đơn vị quản ngành chịu trách nhiệm toàn diện trước Giám đốc Đại học về công tác sinh viên của đơn vị; bố trí các nguồn lực bảo đảm thực hiện tốt nội dung công tác sinh viên được quy định trong văn bản này.: 3. Tổ chức tuần sinh hoạt công dân giữa khóa; nắm bắt tâm tư, nguyện vọng và giải quyết kịp thời những thắc mắc của sinh viên."
quy_che_ctsv_2025_pdf_p17_1057_151182bb313c,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,514,108,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Trưởng đơn vị quản ngành chịu trách nhiệm toàn diện trước Giám đốc Đại học về công tác sinh viên của đơn vị; bố trí các nguồn lực bảo đảm thực hiện tốt nội dung công tác sinh viên được quy định trong văn bản này.: 4. Phối hợp với Ban Công tác sinh viên, Đoàn Thanh niên, Hội Sinh viên tổ chức các hoạt động nhằm nâng cao ý thức chính trị - tư tưởng, giáo dục truyền thống, rèn luyện đạo đức, ý thức tổ chức, nếp sống văn minh cho sinh viên."
quy_che_ctsv_2025_pdf_p17_1058_7a6e8bee6679,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,450,95,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Trưởng đơn vị quản ngành chịu trách nhiệm toàn diện trước Giám đốc Đại học về công tác sinh viên của đơn vị; bố trí các nguồn lực bảo đảm thực hiện tốt nội dung công tác sinh viên được quy định trong văn bản này.: 5. Được quyền tiếp nhận hoặc cho phép sinh viên chuyển ngành học từ các đơn vị khác trong Đại học tới đơn vị và ngược lại theo các quy định hiện hành của Đại học."
quy_che_ctsv_2025_pdf_p17_1059_b58f4a20a648,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,,,True,,,344,72,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
[BẢNG DỮ LIỆU - MỘT HÀNG]
1. Trưởng đơn vị quản ngành chịu trách nhiệm toàn diện trước Giám đốc Đại học về công tác sinh viên của đơn vị; bố trí các nguồn lực bảo đảm thực hiện tốt nội dung công tác sinh viên được quy định trong văn bản này.: 6. Quản lý sinh viên trong quá trình học tập tại đơn vị."
